date,Adj Close,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-28 14:55:00,1.0803803205490112,0.00010803464347675096,0.0002334117889404297,0.0,0.00021604594650689122,0.0,1.0803803205490112,1.0806137323379517,1.0803803205490112,1.0803803205490112
2024-03-28 15:00:00,1.0801469087600708,-0.00021604594650692643,0.0002334117889404297,-0.00011670589447021484,0.0,-0.00021606928695369672,1.080263614654541,1.080263614654541,1.0800302028656006,1.0801469087600708
2024-03-28 15:05:00,1.0800302028656006,-0.00010804631622207683,0.00011670589447021484,-0.00011670589447021484,0.0,-0.0001080463162221004,1.0801469087600708,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 15:10:00,1.07991361618042,-0.00010794761560495303,0.00011658668518066406,0.0,0.0,-0.00010795926955067308,1.07991361618042,1.07991361618042,1.0797970294952393,1.07991361618042
2024-03-28 15:15:00,1.0801469087600708,0.00021602892690242292,0.0002332925796508789,0.0002332925796508789,0.00021602892690252272,0.0,1.07991361618042,1.0801469087600708,1.07991361618042,1.0801469087600708
2024-03-28 15:20:00,1.080263614654541,0.00010804631622218785,0.0002334117889404297,0.00011670589447021484,0.0002160926324442008,0.0,1.0801469087600708,1.0803803205490112,1.0801469087600708,1.080263614654541
2024-03-28 15:25:00,1.0804970264434814,0.00021606928695372396,0.00011670589447021484,0.00011670589447021484,0.00010802297325344561,0.0,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:30:00,1.0804970264434814,0.0,0.00011670589447021484,0.00011670589447021484,0.00010802297325344561,0.0,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:35:00,1.0807305574417114,0.0002161329392997846,0.0003502368927001953,0.0003502368927001953,0.00032417925987601964,0.0,1.0803803205490112,1.0807305574417114,1.0803803205490112,1.0807305574417114
2024-03-28 15:40:00,1.0806137323379517,-0.00010809827015190177,0.00011682510375976562,-0.00011682510375976562,0.0,-0.00010809827015191667,1.0807305574417114,1.0807305574417114,1.0806137323379517,1.0806137323379517
2024-03-28 15:45:00,1.0803803205490112,-0.00021599928073778862,0.00011670589447021484,-0.00011670589447021484,0.0,-0.00010801130555107501,1.0804970264434814,1.0804970264434814,1.0803803205490112,1.0803803205490112
2024-03-28 15:50:00,1.0801469087600708,-0.00021604594650692643,0.0002332925796508789,0.0,0.0,-0.00021598226848483198,1.0801469087600708,1.0801469087600708,1.07991361618042,1.0801469087600708
2024-03-28 15:55:00,1.0803803205490112,0.00021609263244415367,0.0007005929946899414,0.00011670589447021484,0.0006485389169698037,0.0,1.080263614654541,1.080964207649231,1.080263614654541,1.0803803205490112
2024-03-28 16:00:00,1.0801469087600708,-0.00021604594650692643,0.0002334117889404297,-0.00011670589447021484,0.0,-0.00021606928695369672,1.080263614654541,1.080263614654541,1.0800302028656006,1.0801469087600708
2024-03-28 16:05:00,1.0797970294952393,-0.00032391822074751,0.00046646595001220703,-0.00034987926483154297,0.0,-0.00043185417301029507,1.0801469087600708,1.0801469087600708,1.0796804428100586,1.0797970294952393
2024-03-28 16:10:00,1.07991361618042,0.00010797092601300129,0.0003497600555419922,0.00023317337036132812,0.00021596516998534618,-0.00010798258499267309,1.0796804428100586,1.07991361618042,1.079563856124878,1.07991361618042
2024-03-28 16:15:00,1.0800302028656006,0.0001079592695507614,0.00011670589447021484,0.0,0.00010805799149001926,0.0,1.0800302028656006,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 16:20:00,1.0803803205490112,0.0003241739744701544,0.00035011768341064453,0.00035011768341064453,0.0003241739744700578,0.0,1.0800302028656006,1.0803803205490112,1.0800302028656006,1.0803803205490112
2024-03-28 16:25:00,1.0804970264434814,0.00010802297325351873,0.00011670589447021484,0.0,0.00010801130555107501,0.0,1.0804970264434814,1.0806137323379517,1.0804970264434814,1.0804970264434814
2024-03-28 16:30:00,1.0804970264434814,0.0,0.0002334117889404297,-0.00011670589447021484,0.0,-0.00021599928073783942,1.0806137323379517,1.0806137323379517,1.0803803205490112,1.0804970264434814
2024-03-28 16:35:00,1.0807305574417114,0.0002161329392997846,0.00023353099822998047,0.00023353099822998047,0.00021613293929985283,0.0,1.0804970264434814,1.0807305574417114,1.0804970264434814,1.0807305574417114
2024-03-28 16:40:00,1.0807305574417114,0.0,0.00011682510375976562,0.0,0.00010809827015191667,0.0,1.0807305574417114,1.0808473825454712,1.0807305574417114,1.0807305574417114
2024-03-28 16:45:00,1.0808473825454712,0.00010809827015201279,0.00023365020751953125,0.00023365020751953125,0.00021621991330243373,0.0,1.0806137323379517,1.0808473825454712,1.0806137323379517,1.0808473825454712
2024-03-28 16:50:00,1.0803803205490112,-0.00043212575984596935,0.0003502368927001953,-0.0003502368927001953,0.0,-0.00032407420174115426,1.0807305574417114,1.0807305574417114,1.0803803205490112,1.0803803205490112
2024-03-28 16:55:00,1.0801469087600708,-0.00021604594650692643,0.0002334117889404297,-0.0002334117889404297,0.0,-0.00021604594650689122,1.0803803205490112,1.0803803205490112,1.0801469087600708,1.0801469087600708
2024-03-28 17:00:00,1.0803803205490112,0.00021609263244415367,0.0002334117889404297,0.0002334117889404297,0.0002160926324442008,0.0,1.0801469087600708,1.0803803205490112,1.0801469087600708,1.0803803205490112
2024-03-28 17:05:00,1.0804970264434814,0.00010802297325351873,0.0002334117889404297,0.00011670589447021484,0.00010802297325344561,-0.00010802297325344561,1.0803803205490112,1.0804970264434814,1.080263614654541,1.0804970264434814
2024-03-28 17:10:00,1.0803803205490112,-0.00010801130555104788,0.00035011768341064453,-0.00011670589447021484,0.0,-0.000324033916653225,1.0804970264434814,1.0804970264434814,1.0801469087600708,1.0803803205490112
2024-03-28 17:15:00,1.0800302028656006,-0.00032406891976033414,0.0002334117889404297,-0.0002334117889404297,0.0,-0.00021606928695369672,1.080263614654541,1.080263614654541,1.0800302028656006,1.0800302028656006
2024-03-28 17:20:00,1.0800302028656006,0.0,0.0,0.0,0.0,0.0,1.0800302028656006,1.0800302028656006,1.0800302028656006,1.0800302028656006
2024-03-28 17:25:00,1.0800302028656006,0.0,0.00011670589447021484,0.0,0.00010805799149001926,0.0,1.0800302028656006,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 17:30:00,1.0800302028656006,0.0,0.00011670589447021484,-0.00011670589447021484,0.0,-0.0001080463162221004,1.0801469087600708,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 17:35:00,1.0800302028656006,0.0,0.0,0.0,0.0,0.0,1.0800302028656006,1.0800302028656006,1.0800302028656006,1.0800302028656006
2024-03-28 17:40:00,1.07991361618042,-0.00010794761560495303,0.0002332925796508789,0.0,0.00021602892690252272,0.0,1.07991361618042,1.0801469087600708,1.07991361618042,1.07991361618042
2024-03-28 17:45:00,1.0800302028656006,0.0001079592695507614,0.00011658668518066406,0.00011658668518066406,0.00010795926955067308,0.0,1.07991361618042,1.0800302028656006,1.07991361618042,1.0800302028656006
2024-03-28 17:50:00,1.0800302028656006,0.0,0.00011658668518066406,0.00011658668518066406,0.00010795926955067308,0.0,1.07991361618042,1.0800302028656006,1.07991361618042,1.0800302028656006
